This database: %s is encrypted and you have entered the right password.,,,,This database: %s is encrypted and you have entered the right password.,此数据库：%s 已加密，且您输入了正确的密码。,此資料庫：%s 已加密，且您輸入了正確的密碼。,このデータベース：%s は暗号化されており、正しいパスワードを入力しました。,이 데이터베이스: %s은(는) 암호화되어 있으며 올바른 비밀번호를 입력했습니다.,Esta base de datos: %s está cifrada y ha ingresado la contraseña correcta.,Este banco de dados: %s está criptografado e você inseriu a senha correta.,Cette base de données : %s est chiffrée et vous avez entré le bon mot de passe.,Diese Datenbank: %s ist verschlüsselt und Sie haben das richtige Passwort eingegeben.,"Эта база данных: %s зашифрована, и вы ввели правильный пароль.",Questo database: %s è crittografato e hai inserito la password corretta.,Ta baza danych: %s jest zaszyfrowana i wprowadziłeś poprawne hasło.,Bu veritabanı: %s şifrelenmiştir ve doğru parolayı girdiniz.
"This database is encrypted, and you've entered the correct password.",,,,"This database is encrypted, and you've entered the correct password.",此数据库已加密，且您输入了正确的密码。,此資料庫已加密，且您輸入了正確的密碼。,このデータベースは暗号化されており、正しいパスワードを入力しました。,이 데이터베이스는 암호화되어 있으며 올바른 비밀번호를 입력했습니다.,Esta base de datos está cifrada y ha ingresado la contraseña correcta.,Este banco de dados está criptografado e você inseriu a senha correta.,Cette base de données est chiffrée et vous avez entré le bon mot de passe.,Diese Datenbank ist verschlüsselt und Sie haben das richtige Passwort eingegeben.,"Эта база данных зашифрована, и вы ввели правильный пароль.",Questo database è crittografato e hai inserito la password corretta.,Ta baza danych jest zaszyfrowana i wprowadziłeś poprawne hasło.,Bu veritabanı şifrelenmiştir ve doğru parolayı girdiniz.
This database is encrypted. Please enter your password to proceed.,,,,This database is encrypted. Please enter your password to proceed.,此数据库已加密。请输入密码以继续。,此資料庫已加密。請輸入密碼以繼續。,このデータベースは暗号化されています。続行するにはパスワードを入力してください。,이 데이터베이스는 암호화되어 있습니다. 계속하려면 비밀번호를 입력하십시오.,Esta base de datos está cifrada. Ingrese su contraseña para continuar.,Este banco de dados está criptografado. Digite sua senha para continuar.,Cette base de données est chiffrée. Veuillez entrer votre mot de passe pour continuer.,"Diese Datenbank ist verschlüsselt. Bitte geben Sie Ihr Passwort ein, um fortzufahren.","Эта база данных зашифрована. Пожалуйста, введите ваш пароль, чтобы продолжить.",Questo database è crittografato. Inserisci la tua password per procedere.,"Ta baza danych jest zaszyfrowana. Wprowadź hasło, aby kontynuować.",Bu veritabanı şifrelenmiştir. Devam etmek için parolanızı girin.
Enter same password again.,,,,Enter same password again.,请再次输入相同密码。,請再次輸入相同密碼。,同じパスワードをもう一度入力してください。,같은 비밀번호를 다시 입력하세요.,Ingrese la misma contraseña nuevamente.,Digite a mesma senha novamente.,Entrez à nouveau le même mot de passe.,Geben Sie dasselbe Passwort erneut ein.,Введите тот же пароль еще раз.,Inserisci di nuovo la stessa password.,Wprowadź ponownie to samo hasło.,Aynı parolayı tekrar girin.
Set password for this database:,,,,Set password for this database:,为此数据库设置密码：,為此資料庫設定密碼：,このデータベースのパスワードを設定：,이 데이터베이스의 비밀번호 설정:,Establecer contraseña para esta base de datos:,Definir senha para este banco de dados:,Définir un mot de passe pour cette base de données :,Passwort für diese Datenbank festlegen:,Установить пароль для этой базы данных:,Imposta password per questo database:,Ustaw hasło dla tej bazy danych:,Bu veritabanı için parola belirle:
Are you sure to clear password for this database?,,,,Are you sure to clear password for this database?,确定要清除此数据库的密码吗？,確定要清除此資料庫的密碼嗎？,このデータベースのパスワードをクリアしてもよろしいですか？,이 데이터베이스의 비밀번호를 지우시겠습니까?,¿Está seguro de borrar la contraseña de esta base de datos?,Tem certeza de que deseja limpar a senha deste banco de dados?,Êtes-vous sûr de vouloir effacer le mot de passe de cette base de données ?,"Sind Sie sicher, dass Sie das Passwort für diese Datenbank löschen möchten?","Вы уверены, что хотите очистить пароль для этой базы данных?",Sei sicuro di voler cancellare la password per questo database?,Czy na pewno chcesz wyczyścić hasło dla tej bazy danych?,Bu veritabanının parolasını temizlemek istediğinizden emin misiniz?
Enter new password again.,,,,Enter new password again.,请再次输入新密码。,請再次輸入新密碼。,新しいパスワードを再入力してください。,새 비밀번호를 다시 입력하세요.,Ingrese la nueva contraseña nuevamente.,Digite a nova senha novamente.,Entrez à nouveau le nouveau mot de passe.,Neues Passwort erneut eingeben.,Введите новый пароль еще раз.,Inserisci di nuovo la nuova password.,Wprowadź ponownie nowe hasło.,Yeni parolayı tekrar girin.
Are you sure you want to change this database's password?,,,,Are you sure you want to change this database's password?,确定要更改此数据库的密码吗？,確定要變更此資料庫的密碼嗎？,このデータベースのパスワードを変更してもよろしいですか？,이 데이터베이스의 비밀번호를 변경하시겠습니까?,¿Está seguro de que desea cambiar la contraseña de esta base de datos?,Tem certeza de que deseja alterar a senha deste banco de dados?,Êtes-vous sûr de vouloir changer le mot de passe de cette base de données ?,"Sind Sie sicher, dass Sie das Passwort dieser Datenbank ändern möchten?","Вы уверены, что хотите изменить пароль этой базы данных?",Sei sicuro di voler cambiare la password di questo database?,Czy na pewno chcesz zmienić hasło tej bazy danych?,Bu veritabanının parolasını değiştirmek istediğinizden emin misiniz?
Failed! Database name %s is invalid!,,,,Failed! Database name %s is invalid!,失败！数据库名称 %s 无效！,失敗！資料庫名稱 %s 無效！,失敗！データベース名 %s は無効です！,실패! 데이터베이스 이름 %s이(가) 잘못되었습니다!,¡Falló! ¡El nombre de la base de datos %s no es válido!,Falhou! O nome do banco de dados %s é inválido!,Échec ! Le nom de la base de données %s est invalide !,Fehlgeschlagen! Der Datenbankname %s ist ungültig!,Ошибка! Имя базы данных %s недопустимо!,Operazione fallita! Il nome del database %s non è valido!,Niepowodzenie! Nazwa bazy danych %s jest nieprawidłowa!,Başarısız! %s veritabanı adı geçersiz!
"Are you sure you want to drop the database %s? For safety purposes, this operation will Not delete the corresponding folder on your operating system. You may delete it manually if needed.",,,,"Are you sure you want to drop the database %s? For safety purposes, this operation will Not delete the corresponding folder on your operating system. You may delete it manually if needed.",确定要删除数据库 %s 吗？出于安全考虑，此操作不会删除操作系统上的对应文件夹。如有需要，您可以手动删除。,確定要刪除資料庫 %s 嗎？出於安全考量，此操作不會刪除作業系統上的對應資料夾。如有需要，您可以手動刪除。,データベース %s を削除してもよろしいですか？安全のため、この操作ではオペレーティングシステム上の対応するフォルダは削除されません。必要に応じて手動で削除できます。,데이터베이스 %s을(를) 삭제하시겠습니까? 안전을 위해 이 작업은 운영 체제의 해당 폴더를 삭제하지 않습니다. 필요시 수동으로 삭제할 수 있습니다.,"¿Está seguro de que desea eliminar la base de datos %s? Por razones de seguridad, esta operación no eliminará la carpeta correspondiente en su sistema operativo. Puede eliminarla manualmente si es necesario.","Tem certeza de que deseja excluir o banco de dados %s? Por motivos de segurança, esta operação não excluirá a pasta correspondente no seu sistema operacional. Você pode excluí-la manualmente, se necessário.","Êtes-vous sûr de vouloir supprimer la base de données %s ? Pour des raisons de sécurité, cette opération ne supprimera pas le dossier correspondant sur votre système d'exploitation. Vous pouvez le supprimer manuellement si nécessaire.","Sind Sie sicher, dass Sie die Datenbank %s löschen möchten? Aus Sicherheitsgründen wird dieser Vorgang den entsprechenden Ordner auf Ihrem Betriebssystem nicht löschen. Sie können ihn bei Bedarf manuell löschen.","Вы уверены, что хотите удалить базу данных %s? В целях безопасности эта операция не удалит соответствующую папку в вашей операционной системе. При необходимости вы можете удалить её вручную.","Sei sicuro di voler eliminare il database %s? Per motivi di sicurezza, questa operazione non eliminerà la cartella corrispondente sul tuo sistema operativo. Puoi eliminarla manualmente se necessario.",Czy na pewno chcesz usunąć bazę danych %s? Ze względów bezpieczeństwa ta operacja nie usunie odpowiedniego folderu w systemie operacyjnym. W razie potrzeby możesz usunąć go ręcznie.,"%s veritabanını silmek istediğinizden emin misiniz? Güvenlik nedeniyle bu işlem, işletim sisteminizdeki ilgili klasörü silmez. Gerekirse manuel olarak silebilirsiniz."
Failed! Database %s is encrypted! Cannot set another password for this table!,,,,Failed! Database %s is encrypted! Cannot set another password for this table!,失败！数据库 %s 已加密！无法为此表设置另一个密码！,失敗！資料庫 %s 已加密！無法為此資料表設定另一個密碼！,失敗！データベース %s は暗号化されています！このテーブルに別のパスワードを設定できません！,실패! 데이터베이스 %s이(가) 암호화되어 있습니다! 이 테이블에 다른 비밀번호를 설정할 수 없습니다!,¡Falló! ¡La base de datos %s está cifrada! ¡No se puede establecer otra contraseña para esta tabla!,Falhou! O banco de dados %s está criptografado! Não é possível definir outra senha para esta tabela!,Échec ! La base de données %s est chiffrée ! Impossible de définir un autre mot de passe pour cette table !,Fehlgeschlagen! Datenbank %s ist verschlüsselt! Kann kein anderes Passwort für diese Tabelle festlegen!,Ошибка! База данных %s зашифрована! Невозможно установить другой пароль для этой таблицы!,Operazione fallita! Il database %s è crittografato! Impossibile impostare un'altra password per questa tabella!,Niepowodzenie! Baza danych %s jest zaszyfrowana! Nie można ustawić innego hasła dla tej tabeli!,Başarısız! %s veritabanı şifrelenmiştir! Bu tablo için başka bir parola ayarlanamaz!
